#ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
RAMOSPE01,Peter,Ramos,C,2004,2004,7,3,275,NULL,1985-05-13
RAMSECA01,Cal,Ramsey,F,1959,1960,6,4,200,New York University,1937-07-13
RAMSEFR01,Frank,Ramsey,F,1954,1963,6,3,190,University of Kentucky,1931-07-13
RAMSERA01,Ray,Ramsey,G,1948,1948,6,2,165,Bradley University,1921-07-18
RANDAMA01,Mark,Randall,F,1991,1994,6,8,235,University of Kansas,1967-09-30
RANDOZA01,Zachary,Randolph,F,2001,2009,6,9,270,Michigan State University,1981-07-16
RANDOSH01,Shavlik,Randolph,F,2005,2009,6,10,240,Duke University,1983-11-24
RANDOAN01,Anthony,Randolph,F,2008,2009,6,10,205,Louisiana State University,1989-07-15
RANKWA01,Wally,Rank,F,1980,1980,6,6,220,San Jose State University,1958-03-01
RANSEKE01,Kelvin,Ransey,G,1980,1985,6,1,170,Ohio State University,1958-05-03
RANZISA01,Sam,Ranzino,G,1951,1951,6,1,185,North Carolina State University,1927-06-21
RASCOBO01,Bobby,Rascoe,G,1967,1969,6,4,205,Western Kentucky University,1940-07-22
RASMUBL01,Blair,Rasmussen,C,1985,1992,7,0,250,University of Oregon,1962-11-13
RATKOGE01,George,Ratkovicz,F,1949,1954,6,6,220,NULL,1922-11-13
RATLEED01,Ed,Ratleff,G,1973,1977,6,6,195,California State University Long Beach,1950-03-29
RATLIMI01,Mike,Ratliff,C,1972,1973,6,10,230,University of Wisconsin Eau Claire,1951-06-07
RATLITH01,Theo,Ratliff,C,1995,2009,6,10,225,University of Wyoming,1973-04-17
RAUTILE01,Leo,Rautins,F,1983,1984,6,8,215,Syracuse University,1960-03-20
RAYCL01,Clifford,Ray,C,1971,1980,6,9,230,University of Oklahoma,1949-01-21
RAYDO01,Don,Ray,F,1949,1949,6,5,190,Western Kentucky University,1921-07-08
RAYJA01,Jamesearl,Ray,F,1980,1982,6,8,215,Jacksonville University,1957-07-27
RAYJI01,Jim,Ray,G,1956,1959,6,0.5,180,University of Toledo,1934-01-12
RAYAL01,Allan,Ray,G,2006,2006,6,2,190,Villanova University,1984-06-17
RAYLJI01,Jim,Rayl,G,1967,1968,6,2,175,Indiana University,1941-06-21
RAYMOCR01,Craig,Raymond,C,1968,1972,6,11,235,Brigham Young University,1945-04-05
REACO01,Connie,Rea,G,1953,1953,6,3,175,Centenary College of Louisiana,1935-01-27
REAVEJO01,Joe,Reaves,F,1973,1973,6,5,210,Bethel University,1950-05-27
REBRAZE01,Zeljko,Rebraca,C,2001,2005,6,11,240,NULL,1972-04-09
RECASEL01,Eldridge,Recasner,G,1994,2001,6,3,190,University of Washington,1967-12-14
REDDMI01,Michael,Redd,G,2000,2009,6,6,214,Ohio State University,1979-08-24
REDDOFR01,Frank,Reddout,F,1953,1953,6,5,195,Syracuse University,1931-01-01
REDICJJ01,J.J.,Redick,G,2006,2009,6,4,190,Duke University,1984-06-24
REDMOMA01,Marlon,Redmond,G,1978,1979,6,6,188,University of San Francisco ,1955-04-15
REEDHU01,Hub,Reed,C,1958,1964,6,9,215,Oklahoma City University,1936-10-04
REEDRO01,Ron,Reed,F,1965,1966,6,5,205,University of Notre Dame,1942-11-02
REEDWI01,Willis,Reed,C,1964,1973,6,9,235,Grambling State University,1942-06-25
REEDJU01,Justin,Reed,F,2004,2006,6,7,240,University of Mississippi,1982-01-16
REEVEBR01,Bryant,Reeves,C,1995,2000,7,0,275,Oklahoma State University,1973-06-08
REEVEKH01,Khalid,Reeves,G,1994,1999,6,3,199,University of Arizona,1972-07-15
REGANRI01,Richie,Regan,G,1955,1957,6,2,180,Seton Hall University,1930-11-30
REHFEDO01,Don,Rehfeldt,F,1950,1951,6,6,210,University of Wisconsin,1927-01-07
REIDBI01,Billy,Reid,G,1980,1980,6,5,190,University of San Francisco ,1957-09-10
REIDDO01,Don,Reid,F,1995,2002,6,8,250,Georgetown University,1973-12-30
REIDJI01,Jim,Reid,C,1967,1967,6,6,210,Winston-Salem State University,1945-08-03
REIDJR01,J.r.,Reid,F,1989,2000,6,9,247,University of North Carolina,1968-03-31
REIDRO01,Robert,Reid,F,1977,1990,6,8,205,Saint Mary's Univeristy ,1955-08-30
REINEJA01,Jared,Reiner,F,2004,2006,6,11,255,University of Iowa,1982-04-08
REISEJO01,Joseph,Reiser,G,1947,1949,5,11,165,New York University,1914-12-17
RELLFRI01,Richard,Rellford,F,1987,1987,6,6,230,University of Michigan,1964-02-16
RENCHTE01,Terrence,Rencher,G,1995,1995,6,3,185,University of Texas,1973-02-19
RENNIJO01,John,Rennicke,G,1951,1951,6,2,185,Drake University,1929-08-11
RENSBRO01,Rob,Rensberger,F,1946,1946,6,2,170,University of Notre Dame,1921-03-07
RENTZEF01,Efthimios,Rentzias,C,2002,2002,6,11,243,NULL,1976-01-11
RESPESH01,Shawn,Respert,G,1995,1998,6,1,195,Michigan State University,1972-02-06
RESTAKE01,Kevin,Restani,F,1974,1981,6,9,225,University of San Francisco ,1951-12-23
REYNOGE01,George,Reynolds,G,1969,1969,6,4,195,University of Houston,1947-11-23
REYNOJE01,Jerry,Reynolds,G,1985,1995,6,8,200,Louisiana State University,1962-12-23
RHINEKE01,Kendall,Rhine,C,1967,1968,6,10,230,Rice University,1943-02-13
RHODEGE01,Gene,Rhodes,G,1952,1952,6,1,170,Western Kentucky University,1927-09-02
RHODERO01,Rodrick,Rhodes,G,1997,1999,6,6,225,University of Southern California,1973-09-24
RICEGL01,Glen,Rice,F,1989,2003,6,7,215,University of Michigan,1967-05-28
RICHACH01,Chris,Richard,F,2007,2009,6,9,255,University of Florida,1984-12-25
RICHAJE01,Jeremy,Richardson,F,2006,2008,6,6,185,Delta State University,1983-02-11
RICHACL01,Clint,Richardson,G,1979,1986,6,3,195,Seattle University,1956-08-07
RICHAJA01,Jason,Richardson,G,2001,2009,6,6,220,Michigan State University,1981-01-20
RICHAMI01,Micheal Ray,Richardson,G,1978,1985,6,5,189,University of Montana,1955-04-11
RICHANO01,Norm,Richardson,G,2001,2001,6,5,200,Hofstra University,1979-07-24
RICHAPO01,Pooh,Richardson,G,1989,1998,6,1,180,University of California - Los Angeles,1966-05-14
RICHAQU01,Quentin,Richardson,G,2000,2009,6,6,236,DePaul University,1980-04-13
RICHMMI01,Mitch,Richmond,G,1988,2001,6,5,215,Kansas State University,1965-06-30
RICHTJO01,John,Richter,F,1959,1959,6,9,225,North Carolina State University,1937-03-12
RICKEDI01,Dick,Ricketts,F,1955,1957,6,7,215,Duquesne University,1933-12-04
RIDERIS01,Isaiah,Rider,G,1993,2001,6,5,215,University of Nevada - Las Vegas,1971-03-12
RIDGLJA01,Jackie,Ridgle,G,1971,1971,6,4,195,University of California Berkeley,1948-02-13
RIDNOLU01,Luke,Ridnour,G,2003,2009,6,2,175,University of Oregon,1981-02-13
RIEBEME01,Mel,Riebe,G,1946,1948,5,11,180,College of Wooster,1916-07-12
RIEDYBO01,Bob,Riedy,F,1967,1967,6,6,215,Duke University,1945-08-26
RIFFEJI01,Jim,Riffey,F,1950,1950,6,4,200,Tulane University,1923-12-14
RIGAUAN01,Antoine,Rigaudeau,G,2002,2002,6,7,210,NULL,1971-12-17
RIKERTO01,Tom,Riker,F,1972,1974,6,10,225,University of South Carolina,1950-02-28
RILEYBO01,Bob,Riley,F,1970,1970,6,9,235,Mount St. Mary's College,1948-07-06
RILEYER01,Eric,Riley,C,1993,1998,7,0,245,University of Michigan,1970-06-02
RILEYPA01,Pat,Riley,G,1967,1975,6,4,205,University of Kentucky,1945-03-20
RILEYRO01,Ron,Riley,F,1972,1975,6,8,195,University of Southern California,1950-11-11
RINALRI01,Rich,Rinaldi,G,1971,1973,6,3,195,Saint Peter's College,1949-08-03
RIORDMI01,Mike,Riordan,F,1968,1976,6,4,200,Providence College,1945-07-09
RISENAR01,Arnie,Risen,C,1948,1957,6,9,200,Ohio State University,1924-10-09
RITTEGO01,Goebel,Ritter,G,1948,1950,6,2,185,Eastern Kentucky University,1924-02-26
RIVASRA01,Ramon,Rivas,F,1988,1988,6,10,260,Temple University,1966-06-03
RIVERDA01,David,Rivers,G,1988,1991,6,0,170,University of Notre Dame,1965-01-20
RIVERDO01,Doc,Rivers,G,1983,1995,6,4,185,Marquette University,1961-10-13
ROBBIAU01,Austin,Robbins,F,1967,1974,6,8,190,University of Tennessee,1944-09-30
ROBBILE01,Lee,Robbins,F,1947,1948,6,3,175,Colorado University,1922-02-11
ROBERAN02,Anthony,Roberson,G,2005,2008,6,2,180,University of Florida,1983-02-14
ROBERRI01,Rick,Roberson,C,1969,1975,6,9,231,University of Cincinnati,1947-07-07
ROBERTE01,Terrance,Roberson,F,2000,2000,6,7,215,Fresno State University,1976-12-30
ROBERST01,Stanley,Roberts,C,1991,1999,7,0,285,Louisiana State University,1970-02-07
ROBERLA01,Lawrence,Roberts,F,2005,2006,6,9,240,Mississippi State University,1982-10-20
ROBERAN01,Anthony,Roberts,F,1977,1983,6,5,185,Oral Roberts University,1955-04-15
ROBERBI01,Bill,Roberts,C,1948,1949,6,8,210,University of Wyoming,1925-03-13
ROBERFR01,Fred,Roberts,F,1983,1996,6,10,218,Brigham Young University,1960-08-14
ROBERJO01,Joe,Roberts,F,1960,1967,6,6,214,Ohio State University,1936-05-18
ROBERMA01,Marv,Roberts,F,1971,1976,6,8,200,Utah State University,1950-01-29
ROBEROS01,Oscar,Robertson,G,1960,1973,6,5,205,University of Cincinnati,1938-11-24
ROBERAL01,Alvin,Robertson,G,1984,1995,6,3,185,University of Arkansas,1962-07-22
ROBERTO01,Tony,Robertson,G,1977,1978,6,4,195,West Virginia University,1956-01-01
ROBERRY01,Ryan,Robertson,G,1999,1999,6,5,190,University of Kansas,1976-10-02
ROBEYRI01,Rick,Robey,C,1978,1985,6,11,230,University of Kentucky,1956-01-30
ROBINNA01,Nate,Robinson,G,2005,2009,5,9,180,University of Washington,1984-05-31
ROBINCH01,Chris,Robinson,G,1996,1997,6,5,200,Western Kentucky University,1974-04-02
ROBINCL01,Clifford T.,Robinson,F,1979,1991,6,9,220,University of Southern California,1960-03-13
ROBINCL02,Clifford R. ,Robinson,F,1989,2006,6,10,225,University of Connecticut,1966-12-16
ROBINDA01,David,Robinson,C,1989,2002,7,1,235,United State Naval Academy,1965-08-06
ROBINED01,Eddie,Robinson,F,1999,2003,6,8,210,University of Central Oklahoma,1976-04-10
ROBINFL01,Flynn,Robinson,G,1966,1973,6,1,185,University of Wyoming,1941-04-28
ROBINGL01,Glenn,Robinson,F,1994,2004,6,7,225,Purdue University,1973-01-10
ROBINJA01,Jackie,Robinson,F,1978,1981,6,6,210,University of Nevada - Las Vegas,1955-05-20
ROBINJA02,Jamal,Robinson,F,2000,2000,6,7,195,University of Virginia,1973-12-27
ROBINJA03,James,Robinson,G,1993,2000,6,2,180,University of Alabama,1970-08-31
ROBINLA01,Larry,Robinson,G,1990,2001,6,3,180,Centenary College of Louisiana,1968-01-11
ROBINOL01,Oliver,Robinson,G,1982,1982,6,4,180,University of Alabama at Birmingham,1960-03-13
ROBINRO01,Ronnie,Robinson,F,1973,1974,6,8,200,University of Memphis,1951-03-09
ROBINRU01,Rumeal,Robinson,G,1990,1996,6,2,195,University of Michigan,1966-11-13
ROBINSA01,Sam,Robinson,F,1970,1971,6,7,190,California State University Long Beach,1948-01-01
ROBINTR01,Truck,Robinson,F,1974,1984,6,7,225,Tennessee State University,1951-10-04
ROBINWA01,Wayne,Robinson,F,1980,1980,6,8,217,Virginia Polytechnic Institute,1958-04-19
ROBINWI01,Wil,Robinson,G,1973,1973,6,2,175,West Virginia University,1949-12-25
ROBINBE01,Bernard,Robinson Jr.,G,2004,2006,6,6,210,University of Michigan,1980-12-26
ROBINBI01,Bill,Robinzine,F,1975,1981,6,7,230,DePaul University,1953-01-20
ROBISDA01,Dave,Robisch,C,1971,1983,6,10,235,University of Kansas,1949-12-22
ROCHARE01,Red,Rocha,C,1947,1956,6,9,185,Oregon State University,1923-09-18
ROCHEJO01,John,Roche,G,1971,1981,6,3,170,University of South Carolina,1949-09-26
ROCKGE01,Gene,Rock,G,1947,1947,5,9,155,University of Southern California,1921-11-04
ROCKEJA01,Jack,Rocker,C,1947,1947,6,5,185,University of California Berkeley,1922-08-12
RODGEGU01,Guy,Rodgers,G,1958,1969,6,0,185,Temple University,1935-09-01
RODMADE01,Dennis,Rodman,F,1986,1999,6,7,210,Southeastern Oklahoma State University,1961-05-13
RODRISE01,Sergio,Rodriguez,G,2006,2009,6,3,168,NULL,1986-06-12
ROELO01,Lou,Roe,F,1995,1996,6,7,220,University of Massachusetts,1972-07-14
ROGERCA01,Carlos,Rogers,F,1994,2001,6,11,220,Tennessee State University,1971-02-06
ROGERHA01,Harry,Rogers,F,1975,1975,6,7,195,Saint Louis University,1950-12-31
ROGERJO01,Johnny,Rogers,F,1986,1987,6,10,225,University of California Irvine,1963-12-30
ROGERMA01,Marshall,Rogers,G,1976,1976,6,1,190,University of Texas - Pan American,1953-08-27
ROGERRO01,Rodney,Rogers,F,1993,2004,6,7,235,Wake Forest University,1971-06-20
ROGERRO02,Roy,Rogers,F,1996,1999,6,10,235,University of Alabama,1973-08-19
ROGERWI01,Willie,Rogers,G,1968,1968,6,3,185,University of Oklahoma,1945-09-11
ROGESAL01,Al,Roges,F,1953,1954,6,4,195,Long Island University,1930-10-25
ROHLOKE01,Ken,Rohloff,G,1963,1963,6,0,195,North Carolina State University,1939-04-18
ROLLIKE01,Kenny,Rollins,G,1948,1952,6,0,168,University of Kentucky,1923-09-14
ROLLIPH01,Phil,Rollins,G,1958,1960,6,2,185,University of Louisville,1934-01-19
ROLLITR01,Tree,Rollins,C,1977,1994,7,1,235,Clemson University,1955-06-16
ROMARLO01,Lorenzo,Romar,G,1980,1984,6,1,175,University of Washington,1958-11-13
RONDORA01,Rajon,Rondo,G,2006,2009,6,1,171,University of Kentucky,1986-02-22
ROOKJE01,Jerry,Rook,F,1969,1969,6,5,219,Arkansas State,1943-10-27
ROOKSSE01,Sean,Rooks,C,1992,2003,6,10,250,University of Arizona,1969-09-09
ROSEJA01,Jalen,Rose,G,1994,2006,6,8,210,University of Michigan,1973-01-30
ROSEMA01,Malik,Rose,F,1996,2008,6,7,250,Drexel University,1974-11-23
ROSERO01,Robert,Rose,F,1988,1988,6,5,180,George Mason University,1964-12-27
ROSEDE01,Derrick,Rose,G,2008,2009,6,3,190,University of Memphis,1988-10-04
ROSENAL01,Alexander,Rosenberg,G,1946,1946,5,10,165,Saint Joseph's University,1918-04-07
ROSENLE01,Lennie,Rosenbluth,F,1957,1958,6,4,190,University of North Carolina,1933-01-22
ROSENHA01,Hank,Rosenstein,F,1946,1946,6,4,185,CCNY (DNP),1920-06-16
ROSENDI01,Dick,Rosenthal,F,1954,1956,6,5,205,University of Notre Dame,1930-01-20
ROSSQU01,Quinton,Ross,G,2004,2009,6,6,195,Southern Methodist University,1981-04-30
ROTHDO01,Doug,Roth,F,1989,1989,6,11,255,University of Tennessee,1967-08-24
ROTHSC01,Scott,Roth,F,1987,1989,6,8,212,University of Wisconsin,1963-06-03
ROTHEIR01,Irv,Rothenberg,C,1946,1948,6,7,215,Long Island University,1921-12-31
ROTTNMI01,Mickey,Rottner,G,1946,1947,5,10,180,Loyola University Chicago,1919-03-23
ROUNDDA01,Dan,Roundfield,F,1975,1986,6,8,205,Central Michigan University,1953-05-26
ROUXGI01,Giff,Roux,F,1946,1948,6,5,195,University of Kansas,1923-06-28
ROWANRO01,Ron,Rowan,F,1986,1986,6,5,200,Saint John's University,1962-04-23
ROWECU01,Curtis,Rowe,F,1971,1978,6,7,225,University of California - Los Angeles,1949-07-02
ROWINJI01,Jim,Rowinski,C,1988,1989,6,8,250,Purdue University,1961-01-04
ROWLADE01,Derrick,Rowland,F,1985,1985,6,5,195,State University of New York - Potsdam ,1959-06-21
ROWSOBR01,Brian,Rowsom,F,1987,1989,6,9,220,University of North Carolina at Wilmington,1965-10-23
ROYBR01,Brandon,Roy,G,2006,2009,6,6,229,University of Washington,1984-07-23
ROYALDO01,Donald,Royal,F,1989,1997,6,8,210,University of Notre Dame,1966-05-22
ROYALRE01,Reggie,Royals,C,1974,1974,6,10,200,Florida State University,1950-06-13
ROYERBO01,Bob,Royer,G,1949,1949,5,10,155,Indiana State University,1927-10-15
ROZIECL01,Clifford,Rozier,F,1994,1997,6,11,245,University of Louisville,1972-10-31
RUCKEGU01,Guy,Rucker,F,2002,2002,6,11,260,University of Iowa,1977-07-27
RUDDDE01,Delaney,Rudd,G,1989,1992,6,2,180,Wake Forest University,1962-11-08
RUDDJO01,John,Rudd,F,1978,1978,6,7,230,McNeese State University,1955-08-07
RUDOMJO01,John,Rudometkin,F,1962,1964,6,6,205,University of Southern California,1940-06-06
RUFFIMI01,Michael,Ruffin,F,1999,2008,6,9,246,University of Tulsa,1977-01-21
RUFFITR01,Trevor,Ruffin,G,1994,1995,6,1,185,University of Hawaii,1970-09-26
RUFFNPA01,Paul,Ruffner,C,1970,1975,6,10,225,Brigham Young University,1948-10-15
RUKLIJO01,Joe,Ruklick,F,1959,1961,6,9,220,Northwestern University,1938-08-03
RULANJE01,Jeff,Ruland,C,1981,1992,6,10,240,Iona College,1958-12-16
RULEBO01,Bob,Rule,C,1967,1974,6,9,220,Colorado State University,1944-06-29
RULLOJE01,Jerry,Rullo,G,1946,1949,5,10,165,Temple University,1923-06-23
RUSCOST01,Stefano,Rusconi,F,1995,1995,6,9,240,NULL,1968-10-02
RUSHKA01,Kareem,Rush,F,2002,2009,6,6,215,University of Missouri,1980-10-30
RUSHBR01,Brandon ,Rush,G,2008,2009,6,6,210,University of Kansas,1985-07-07
RUSSEBI01,Bill,Russell,C,1956,1968,6,9,215,University of San Francisco ,1934-02-12
RUSSEBR01,Bryon,Russell,F,1993,2005,6,7,225,California State University Long Beach,1970-12-31
RUSSECA01,Cazzie,Russell,F,1966,1977,6,5,218,University of Michigan,1944-06-07
RUSSECA02,Campy,Russell,F,1974,1984,6,8,215,University of Michigan,1952-01-12
RUSSEFR01,Frank,Russell,G,1972,1972,6,3,180,University of Detroit Mercy,1949-04-17
RUSSEPI01,Pierce,Russell,G,1971,1972,6,4,190,University of Kansas,1949-12-13
RUSSERU01,Rubin,Russell,G,1967,1967,6,2,180,University of North Texas,1944-11-07
RUSSEWA01,Walker,Russell,G,1982,1987,6,5,195,Western Michigan University,1960-10-26
SABONAR01,Arvydas,Sabonis,C,1995,2002,7,3,279,NULL,1964-12-19
SADOWED01,Ed,Sadowski,C,1946,1949,6,5,240,Seton Hall University,1917-07-11
SAILOKE01,Kenny,Sailors,G,1946,1950,5,10,175,University of Wyoming,1922-01-14
SALLEJO01,John,Salley,F,1986,1999,6,11,230,Georgia Institute of Technology,1964-05-16
SALMOJO01,John,Salmons,F,2002,2009,6,7,210,University of Miami,1979-12-12
SALVAAL01,Al,Salvadori,F,1967,1967,6,9,220,University of South Carolina,1945-05-06
SALVAKE01,Kevin,Salvadori,C,1996,1997,7,0,231,University of North Carolina,1970-12-30
SAMAKSO01,Soumaila,Samake,C,2000,2002,7,0,230,NULL,1978-03-18
SAMBCH01,Cheick,Samb,C,2007,2008,7,1,195,NULL,1984-10-22
SAMPSJA01,Jamal,Sampson,F,2002,2006,6,11,235,University of California Berkeley,1983-05-15
SAMPSRA01,Ralph,Sampson,C,1983,1991,7,4,228,University of Virginia,1960-07-07
SANCHPE01,Pepe,Sanchez,G,2000,2002,6,4,195,Temple University,1977-05-08
SANDEAL01,Al,Sanders,F,1972,1972,6,7,240,Louisiana State University,1950-01-01
SANDEFR01,Frankie,Sanders,F,1978,1980,6,6,200,Southern University,1957-01-23
SANDEJE01,Jeff,Sanders,F,1989,1992,6,8,225,Georgia Southern University,1966-01-14
SANDEMI01,Mike,Sanders,F,1982,1992,6,6,210,University of California - Los Angeles,1960-05-07
SANDETH01,Thomas,Sanders,F,1960,1972,6,6,210,New York University,1938-11-08
SANDEME01,Melvin,Sanders,G,2005,2005,6,5,210,Oklahoma State University,1981-01-03
SANFORO01,Ron,Sanford,F,1971,1971,6,9,215,University of New Mexico,1946-06-11
SANTIDA01,Dan,Santiago,C,2000,2004,7,1,250,Saint Vincent College,1976-06-24
SANTIBO01,Bob,Santini,F,1955,1955,6,5,190,Iona College,1935-02-17
SAPPLWA01,Wayne,Sappleton,F,1984,1984,6,9,215,Loyola University Chicago,1960-11-17
SASSEJA01,Jason,Sasser,F,1996,1998,6,7,225,Texas Tech University,1974-01-13
SASSEJE01,Jeryl,Sasser,G,2001,2002,6,6,200,Southern Methodist University,1979-02-13
SATTEKE01,Kenny,Satterfield,G,2001,2002,6,2,186,University of Cincinnati,1981-04-12
SAULFR01,Frank,Saul,G,1949,1954,6,2,185,Seton Hall University,1924-02-16
SAULDWO01,Woody,Sauldsberry,F,1957,1965,6,7,220,Texas Southern University,1934-07-11
SAULTGL01,Glynn,Saulters,G,1968,1968,6,2,175,University of Louisiana at Monroe,1945-02-10
SAUNDFR01,Fred,Saunders,F,1974,1977,6,7,210,Syracuse University,1951-06-13
SAVAGDO01,Don,Savage,F,1951,1956,6,3,205,Le Moyne College,1928-04-09
SAVOVPR01,Predrag,Savovic,G,2002,2002,6,5,225,University of Hawaii,1976-05-21
SAWYEAL01,Alan,Sawyer,F,1950,1950,6,5,195,University of California - Los Angeles,1928-01-01
SCALABR01,Brian,Scalabrine,F,2001,2009,6,9,240,University of Southern California,1978-03-18
SCALEDE01,Dewayne,Scales,F,1980,1983,6,8,208,Louisiana State University,1958-12-28
SCALEAL01,Alex,Scales,G,2005,2005,6,4,185,University of Oregon,1978-07-03
SCHADFR01,Frank,Schade,G,1972,1972,6,1,170,University of Texas at El Paso,1950-01-22
SCHADBE01,Ben,Schadler,F,1947,1947,6,0,185,Northwestern University,1924-03-09
SCHAEHE01,Herm,Schaefer,G,1948,1949,6,0,175,Indiana University,1919-12-20
SCHAEBI01,Billy,Schaeffer,F,1973,1975,6,5,200,Saint John's University,1951-12-11
SCHAFBO01,Bob,Schafer,G,1955,1956,6,3,195,Villanova University,1933-01-01
SCHARBE01,Ben,Scharnus,F,1946,1948,6,2,173,Seton Hall University,1917-12-11
SCHATMA01,Marv,Schatzman,F,1949,1949,6,5,200,Saint Louis University,1927-02-18
SCHAUFR01,Fred,Schaus,F,1949,1953,6,5,205,West Virginia University,1925-06-30
SCHAYDA01,Danny,Schayes,C,1981,1998,6,11,235,Syracuse University,1959-05-10
SCHAYDO01,Dolph,Schayes,F,1949,1963,6,7,195,New York University,1928-05-19
SCHECOS01,Ossie,Schectman,G,1946,1946,6,0,175,Long Island University,1919-03-30
SCHEFST01,Steve,Scheffler,F,1990,1996,6,9,250,Purdue University,1967-09-03
SCHEFTO01,Tom,Scheffler,C,1984,1984,6,11,240,Purdue University,1954-10-27
SCHELDA01,Dave,Schellhase,G,1966,1967,6,3,205,Purdue University,1944-10-14
SCHENLU01,Luke,Schenscher,C,2005,2006,7,1,255,Georgia Institute of Technology,1982-12-31
SCHERHE01,Herb,Scherer,C,1950,1951,6,9,212,Long Island University,1929-12-21
SCHINDU01,Duane,Schintzius,C,1990,1998,7,1,260,University of Florida,1968-10-14
SCHLUDA01,Dale,Schlueter,C,1968,1977,6,10,225,Colorado State University,1945-11-12
SCHNEOT01,Otto,Schnellbacher,F,1948,1948,6,4,185,University of Kansas,1923-04-15
SCHNIDI01,Dick,Schnittker,F,1950,1957,6,5,200,Ohio State University,1928-05-27
SCHOERU01,Russ,Schoene,F,1982,1988,6,10,210,University of Tennessee at Chattanooga,1960-04-16
SCHOLDA01,Dave,Scholz,F,1969,1969,6,8,220,University of Illinois,1948-04-12
SCHOOMI01,Milt,Schoon,C,1946,1949,6,7,230,Valparaiso University,1922-02-25
SCHREDE01,Detlef,Schrempf,F,1985,2000,6,9,214,University of Washington,1963-01-21
SCHULHO01,Howie,Schultz,F,1949,1952,6,6,200,Hamline University,1922-07-03
SCHULDI01,Dick,Schulz,F,1946,1949,6,2,192,University of Wisconsin,1917-01-03
SCHURRO01,Roger,Schurig,G,1967,1967,6,3,185,Vanderbilt University,1942-04-03
SCHWEJO01,John,Schweitz,G,1984,1986,6,6,210,University of Richmond,1960-04-19
SCOLALU01,Luis,Scola,F,2007,2009,6,9,230,NULL,1980-04-30
SCOLAFR01,Freddie,Scolari,G,1946,1954,5,10,180,University of San Francisco ,1922-03-01
SCOTTAL01,Alvin,Scott,F,1977,1984,6,7,185,Oral Roberts University,1955-09-14
SCOTTBR01,Brent,Scott,F,1996,1996,6,10,250,Rice University,1971-06-15
SCOTTBY01,Byron,Scott,G,1983,1996,6,3,195,Arizona State University,1961-03-28
SCOTTCH01,Charlie,Scott,G,1970,1979,6,5,175,University of North Carolina,1948-12-15
SCOTTDE01,Dennis,Scott,F,1990,1999,6,8,229,Georgia Institute of Technology,1968-09-05
SCOTTJA01,James,Scott,F,1996,1996,6,6,180,Saint John's University,1972-06-06
SCOTTRA01,Ray,Scott,F,1961,1971,6,9,215,University of Portland,1938-07-12
SCOTTSH01,Shawnelle,Scott,C,1996,2001,6,10,250,Saint John's University,1972-06-16
SCOTTWI01,Willie,Scott,F,1969,1969,6,5,210,Alabama State University,1947-05-22
SCRANPA01,Paul,Scranton,F,1967,1967,6,5,230,California State Polytechnic University Pomona,1944-04-30
SCURRCA01,Carey,Scurry,F,1985,1987,6,7,188,Long Island University,1962-12-04
SEALSBR01,Bruce,Seals,F,1973,1977,6,8,210,Xavier University of Louisiana,1953-06-18
SEALSSH01,Shea,Seals,G,1997,1997,6,5,210,University of Tulsa,1975-08-26
SEALYMA01,Malik,Sealy,G,1992,1999,6,8,190,Saint John's University,1970-02-01
SEARCED01,Ed,Searcy,F,1975,1975,6,6,210,Saint John's University,1952-04-17
SEARSKE01,Ken,Sears,F,1955,1963,6,9,198,Santa Clara University,1933-08-17
SEEWA01,Wayne,See,G,1949,1949,6,3,190,Northern Arizona University,1923-11-03
SEFOLTH01,Thabo,Sefolosha,F,2006,2009,6,7,215,NULL,1984-05-02
SEIKARO01,Rony,Seikaly,C,1988,1998,6,11,230,Syracuse University,1965-05-10
SELBOGL01,Glen,Selbo,F,1949,1949,6,3,196,University of Wisconsin,1926-03-29
SELLEBR01,Brad,Sellers,F,1986,1992,7,0,210,Ohio State University,1962-12-17
SELLEPH01,Phil,Sellers,F,1976,1976,6,4,195,Rutgers University,1953-11-20
SELTZRO01,Rollie,Seltz,G,1949,1949,5,10,165,Hamline University,1924-01-25
SELVALE01,Les,Selvage,G,1967,1969,6,1,175,Truman State University,1943-03-07
SELVYFR01,Frank,Selvy,G,1954,1963,6,2.5,180,Furman University,1932-11-09
SEMINJI01,Jim,Seminoff,G,1946,1949,6,2,190,University of Southern California,1922-09-01
SENEMO01,Mouhamed,Sene,C,2006,2008,6,11,230,NULL,1986-05-12
SENESGE01,George,Senesky,G,1946,1953,6,2,179,Saint Joseph's University,1922-04-04
SESAYAN01,Ansu,Sesay,F,2001,2004,6,8,223,University of Mississippi,1976-07-29
SESSIRA01,Ramon,Sessions,G,2007,2009,6,3,190,University of Nevada,1986-04-11
SEUNGHA01,Ha,Seung-Jin,C,2004,2005,7,4,325,NULL,1985-08-04
SEWELTO01,Tom,Sewell,G,1984,1984,6,5,185,Lamar University,1962-03-11
SEYMOPA01,Paul,Seymour,G,1947,1959,6,1,180,University of Toledo,1928-01-30
SHABANI01,Nick,Shaback,G,1946,1946,5,11,180,NULL,1918-09-10
SHACKLY01,Lynn,Shackelford,F,1969,1969,6,5,190,University of California - Los Angeles,1947-08-27
SHACKCH01,Char,Shackleford,C,1988,1998,6,10,225,North Carolina State University,1966-04-22
